"" "SRR21623193" "SRR21623194" "SRR21623195" "SRR21623196" "SRR21623197" "SRR21623198"
"LOC106991855" 0 0 0 0.114106466382702 0.0296916718355242 0
"NEURL1" 0.587274010490551 0.8474511177344 0.323733281256253 0.330985933814971 0.559818555981856 0.469477195673082
"LOC105604267" 0 0 0.0666153971905951 0.0482430203448658 0 0
"CALHM3" 0 0 0.0573335090504265 0 0 0
"CALHM1" 0.387469805159825 0.133615300275928 0 0 0 0.125836015519627
"CALHM2" 13.1257774585893 12.2840352526017 11.3638017674917 6.61925822123602 4.07832363959618 4.57573528381155
"PDCD11" 33.597362912236 33.8248109335717 40.4314826785964 39.0581199834589 36.38469655414 36.1878244974022
"LOC101111410" 749.234321820889 789.732513919042 712.078483470229 770.200857290092 790.654979777812 694.476791973898
"TAF5" 7.5774753751572 8.77199552794423 6.19590823717398 7.6334171937554 6.89388005337047 8.5199170267834
"PCGF6" 28.0957742984078 27.199630789304 25.3431957960926 27.4560595095834 26.4882506559679 26.7970075659134
"INA" 1.41871708162557 1.73948862967916 1.09642323612024 2.16554228591519 1.76562172041072 1.8429895937595
"LOC105604370" 2.54419813469222 4.07778992652902 2.30358065696217 2.48871318437019 3.39450326477412 2.95592487144374
"NT5C2" 20.0495400642922 23.0593425439912 21.1890362480163 21.8499678734126 23.4175898642897 22.2689146142861
"LOC105604265" 1.081739472438 2.00861033365616 1.75384144078846 0.127013591268614 0.495753569909531 0.10809520021686
"CNNM2" 14.928256136076 17.350063947233 16.5142718608939 10.1945119307703 10.3455942352173 10.4594748923287
"AS3MT" 0.582803524660921 0.427070360551835 0.460642961843254 0.611597558243559 0.455730407645576 1.08832124796738
"BORCS7" 33.6318519180699 41.6752484193965 30.6397292795159 39.5297401397217 30.6112653289444 32.0270636071096
"CYP17" 1.62427342322999 1.57850686376885 1.22545684671819 2.76104454037736 1.93542193692681 3.16502746234965
"WBP1L" 29.5050817280223 29.0747384972 31.7459818670011 21.7701704307772 19.4699263602088 21.271813106828
"SFXN2" 12.8793482868761 13.8109834878233 13.1508974480384 6.88552915457013 6.27927071521624 6.24330583312327
"ARL3" 49.7378059215764 66.8144896780146 65.71615022011 79.0363550201295 84.1439724635113 74.9789412546268
"TRIM8" 20.0300111105279 19.0613021459207 18.8537954884759 20.7304325749131 21.3174035061098 20.962747756341
"SUFU" 23.9638798499253 21.7951998831758 22.1301996442624 11.7058054252731 11.5542452379402 12.235517339493
"ACTR1A" 247.762004224129 256.999247407642 260.464189626464 216.527395979094 218.573331367044 216.88437274569
"MFSD13A" 5.8309851306642 6.19463985068047 6.79386741494151 3.2340206952697 5.04915194926054 4.46958034432181
"C22H10orf95" 0.0611548728625749 0.168709439384545 0.386690341764202 0.186694676322541 0.145739603684248 0
"CUEDC2" 100.713947425356 96.048259236956 104.36050339084 100.157853608448 104.88639452491 106.419040466661
"FBXL15" 4.05802255967518 1.65171626763113 1.75269213447077 2.74169573813116 1.1097602849351 2.16048729135925
"PSD" 8.86218866010833 9.79373695948955 10.2610322196605 8.26780422464634 8.30479649587713 7.61280390521874
"NFKB2" 39.9469608687875 38.6273470926081 41.4804935016025 38.8952256968665 39.8339258439476 37.9901060230325
"GBF1" 38.1999706259796 39.9851795107914 36.8782199968371 31.0013189998022 32.2711618379361 33.2669856727894
"PITX3" 1.27483456053246 1.20315588298694 0.813165744027165 0.358458714287496 0.719547151038553 0.43581012645264
"ELOVL3" 0.252320850750309 1.16013947546953 0.975002159709241 0.89867114286161 0.9520768641676 1.20185384168207
"LOC101114482" 0 0 0.113692165662163 0.16467224372764 0 0.420434041226043
"NOLC1" 29.3072590398354 32.2466829951141 29.2698368333243 39.8264509398081 38.3650449105129 37.6310569372968
"PPRC1" 12.8768943674153 14.1138554913071 12.5617415419708 11.6520912645777 12.5007753429784 13.1299531500431
"LDB1" 52.9132596901225 55.8309485971875 54.4694522697317 37.9689420174935 37.6346487600962 40.2856464343941
"LOC105604260" 0.0357328718591602 0.271087149169464 0.112971835151104 0.381800798815193 0.021288960059473 0
"HPS6" 7.89506327805823 9.082474794071 8.77500548326478 1.51248552323016 1.90434305821671 1.03806788621355
"C22H10orf76" 35.2353556998466 36.1801509012501 33.1754864307812 24.1477200076371 24.889125706769 25.1178534274994
"KCNIP2" 2.05452986109003 2.97463291718064 2.28034630276765 4.52614673521728 3.62006130552282 4.61859899534301
"MGEA5" 70.4904443037012 78.2718429016385 68.4883450192018 73.0129388067736 69.2425822973755 71.2986863934205
"NPM3" 15.18463856944 16.0973951082954 13.2034041024685 13.6365067623645 15.4401558459244 17.2512398020511
"FGF8" 0 0.555669978925287 0.042454098368292 0.122981413768023 0.0960030722681949 0.156995409838772
"LOC105604257" 0.606421512288496 0.586999935817113 0.493325343437038 0.714534644655125 0.65920365699142 0.746312281522397
"FBXW4" 2.38478652074877 2.96698590313308 3.15384476501065 2.60521198488778 1.22579694300984 1.57935502113256
"DPCD" 25.6058728829504 27.0368174120835 29.9699400668661 25.9413919666924 26.5958511142984 22.9605786889204
"POLL" 5.46802159398443 4.35391163135303 4.8384871909189 2.5793652045944 2.81134624946184 3.04425144580584
"LOC101102688" 5.96781875633648 6.01893853278364 7.23598172188764 5.28928912312028 4.28190694010356 6.50211077916331
"BTRC" 26.1231534801163 26.1867601957596 25.0641004856864 27.6670103617246 26.9742607746482 30.3422200647253
"LOC105604254" 0.170712593528937 0 0.0599687936592465 0.0868590702621688 0.0678048604584785 0
"LOC105604253" 0 0 0 0.299722594482996 0 0.102031833086707
"LBX1" 0 0 0 0 0 0
"LOC105604252" 0.467103170023961 0 0.164086392466405 0.712990404974121 1.85527409598045 0
"TLX1" 0 0.0359048294074801 0.0548637578913312 0.317859654046583 0 0
"KAZALD1" 1.58884554803133 1.81855629466458 1.81691665744019 0.722408304651324 1.32927330832885 1.05395519891763
"SFXN3" 39.6121687874095 38.2717399494257 36.7341976719332 19.0449429589363 21.7287916210627 22.017138825434
"PDZD7" 1.24655365848742 0.714827108650576 0.664223890033707 0.833789551953732 0.333785516164254 0.363896645321658
"LZTS2" 11.745351270171 12.2221905914989 11.8189872934479 8.25329396067054 7.66042863351033 8.36828744186484
"C22H10orf2" 16.3499664446576 17.3715399969882 17.7893267208006 15.8733816644635 16.9194967643413 16.2836040001666
"MRPL43" 87.2005764073791 86.32546841827 82.8050860174162 53.2414920528026 52.6835321201002 52.6538451459267
"SEMA4G" 4.1110774102 5.17905471213219 4.76048813675802 4.32684118394158 3.90110459404643 4.87752231808047
"SLF2" 88.1636397512399 94.6514857350017 83.5245649904933 95.3397700931921 96.4252755604693 101.173228074019
"PAX2" 4.02772940837012 4.04050740311408 3.66582908904206 3.84247609293237 3.16316705201068 5.23223656234538
"LOC105604250" 0.109099504515717 0.263353531118809 0.0431156614272283 0.0416326118612867 0.0324996966840209 0.0354315272070308
"LOC105604251" 0.238863738710292 0.307514303631124 0.167818553549954 0.291682976654511 0.51231757153945 0.310296810034279
"HIF1AN" 95.2441309237021 98.0481713912859 93.7271093756469 55.5665422454393 53.9945327173952 54.5823148729936
"LOC105604249" 1.02370173732982 0.470685158619067 0.359611186178473 0 0 0.221640578595914
"NDUFB8" 85.4118823267106 81.3714796945992 80.5719759941541 70.8491321135247 78.8097947801637 68.4063422121025
"SEC31B" 7.32170295512157 7.55404386202281 7.44564334835503 2.84669458346783 3.15108062242652 4.25572316250358
"WNT8B" 0.592051451896623 0.830264280330435 1.00869749272408 1.12964070772533 0.75249686505708 1.10238612040755
"LOC106991766" 0.161240611422926 0.22240920376298 0.0679697127624497 0.369178640440857 0.365043448237069 0.0837840814895608
"SCD" 377.880668436617 288.2694572362 257.449792607814 162.779478621255 158.653277083623 167.989091470114
"LOC106991846" 4.49394604894789 6.03983622949892 5.16099198098078 2.37447655867659 2.196846693447 2.84409391717004
"PKD2L1" 0.0575493701541237 0 0.202162373182343 0.0585625779847729 0.228578743495702 0.348878688530605
"BLOC1S2" 20.2191712435268 18.520411227043 21.3635716996457 23.5488995512857 26.2883101521114 21.4777537858271
"CWF19L1" 28.5174354391305 31.8465970944217 25.0924969237045 27.6382322472484 26.3532672962311 26.8217182520431
"CHUK" 44.9321177653793 41.1908755666509 40.903961957215 52.6477913036952 51.3644055470363 53.5320021741388
"ERLIN1" 107.239866025142 107.574234982567 104.231054743917 86.925704794012 85.3306719089687 88.8871070410696
"LOC101120790" 0.521491895300724 2.2538887775312 1.46553873819309 0.796009835690286 1.57418736308259 1.76135946106787
"LOC101120535" 0.226474264254042 0.312390038347289 0.507176122168887 0.691384635126421 1.07943220129772 1.1032583178854
"CPN1" 0.116218762394819 0.160307767245761 0.428672178143486 0 0.207722732211664 0.301948813427748
"DNMBP" 10.0915083742734 10.8277602354065 8.94875152122649 10.5795106647351 10.0236915623843 11.3189574509227
"ABCC2" 1.3224930942862 2.23848347112391 1.38861124191459 3.0982443016172 3.01890172567738 3.76321503484501
"CUTC" 56.0044382385963 68.3177030254729 56.5804499593493 43.5711841351898 42.4623709879033 50.005779578582
"COX15" 58.914981614965 59.0569136617642 52.0222143983465 32.1187156313493 33.5571063390215 31.631637324909
"ENTPD7" 36.9442860351727 34.8362034659385 35.0666704878148 27.5634560959742 24.792106719967 25.6574103426111
"LOC105604246" 1.43704675968275 0.566345135244377 0.757219712049212 0.15668006203004 0.856164911431223 0.133342916344357
"SLC25A28" 29.1025247916606 25.9018609878625 30.669851616396 87.8563182694311 95.2022528772689 101.080120497612
"LOC105604247" 0.0551723309521056 0.0190256568871158 0 0.0210538833352866 0.0164353085676529 0.0268769315756594
"NKX2-3" 0 0 0 0.386618216935402 0 0.131612918427713
"GOT1" 107.142911724307 110.658969759336 97.0409534770252 110.556745787593 103.498660052793 105.887629751198
"CNNM1" 0.141717667219927 0.260639990114793 0.28210540935282 0.216319099135936 0.121958300275557 0.122732567952135
"HPSE2" 0.0393477088960753 0.0542747421275862 0.124400381265228 0 0.0937704426805625 0
"HPS1" 15.1571974324923 12.2243231482117 17.1559731495335 11.1761490855879 7.84067054815329 9.11620405275869
"PYROXD2" 0.345557413224988 0.460760537744251 0.307519248089837 0.287173694630777 0.137250988341065 0.159608041469977
"LOXL4" 1.49153598478297 2.41517154191035 1.12275941842773 0.905021099311314 1.25843048919543 1.01091404619673
"LOC101117125" 7.62437107566232 8.32577563694314 6.73301924469587 6.89653769558649 8.15959352755131 5.91516780602551
"R3HCC1L" 7.8306052018809 9.76845281943519 9.30441450286758 6.42874569205308 5.79912842195341 6.68702022238901
"CRTAC1" 0.176927536902957 0.271163506369427 0.165738695411457 0.150035419585311 0.140546713080471 0.102150382854042
"GOLGA7B" 0.182584692359486 0.251850422102828 1.34692499139689 0.278698887316024 1.30536551501359 1.18593654914181
"LOC105604243" 0 0.0401689141391774 0.122758838655302 0.177804453640515 0.0693998112782132 0.189151096191292
"SFRP5" 2.01467210709342 0.926320846896399 0.973120953778159 0.555246846064007 0.500126258508513 0.872389046954148
"ZFYVE27" 13.1286289360735 12.5458266755299 13.0116074458495 12.2080658007722 12.8973640898248 14.3459859639159
"LOC101109578" 2.57622242196114 1.72875104554534 2.3480785270364 1.38164304356668 3.65048719242025 3.25620109295231
"LOC105604242" 202.121151808622 220.039689361204 209.909385325126 135.358362796144 144.694276341352 139.733857188708
"MARVELD1" 4.52001479087767 3.70714123124163 3.47602509383705 5.03469036869813 4.22136252789391 2.69782725932331
"AVPI1" 24.1911658653198 23.4898825421368 31.9979134125644 16.1203205563286 17.538974802287 19.0783108575205
"PI4K2A" 134.750439472566 128.641275759197 131.669816774337 79.4077111419972 90.5424772860297 92.6553921506056
"LOC105604241" 16.1335226940631 12.8388295864156 16.3484608630953 12.8814762000541 12.4217178103493 13.5422935430608
"MORN4" 97.0459951665702 98.2126882812296 97.1520105847346 90.8121309222063 90.4765410305971 91.1180894944092
"C22H10orf62" 0.145962744718726 0.100667746002281 0.307647240512137 0.612696763057081 0.0869618052177754 0.616243664787704
"HOGA1" 16.9103790181713 12.9292282569376 13.1419733231867 8.24148124338517 9.4380558141848 9.18575734888195
"ANKRD2" 7.48896557841695 5.14204245415977 7.47136453775882 3.86121317456587 6.0283634100999 4.41028416884787
"UBTD1" 13.4776435011054 13.7180282377508 14.4325752825482 11.6549248818807 12.6597627365227 12.2839663287125
"MMS19" 44.91078589576 41.1375032785011 40.2115633335153 30.3263240281591 29.5964310091324 27.8033806456406
"ZDHHC16" 18.0333386852859 19.6435434242648 21.2683055179835 13.9655226136258 14.2198907983455 15.2615287119133
"EXOSC1" 63.5974704316153 78.8005403054754 68.8056069554812 46.8667699468316 44.1755313422326 36.6538106852993
"PGAM1" 245.043183221403 237.662198986264 256.112205933215 285.513921985972 256.363209601217 263.023691047013
"RRP12" 26.828370833366 25.6766933389647 28.176644244055 24.5671402384937 26.6033158081581 29.2859683945691
"FRAT2" 4.56311709643514 5.95579383888215 2.84395265048104 1.79746638586033 1.57855220810246 1.72095500006929
"FRAT1" 0.383726921699651 0.470487474806123 0.539190228751428 0.0650804625567867 0.101607619536267 0.0553868728536618
"ARHGAP19" 6.63045728898192 7.85498322359585 7.22453836317354 5.44795183815013 6.10265063362123 5.35269758055417
"SLIT1" 0.020202405761567 0.111465739056058 0.0425808270201376 0.123348522465838 0.108325854678739 0.104976035235478
"LOC101112525" 21.2319913686602 25.7966789496754 21.8954604174486 30.8590108636951 30.0449238592962 31.1810086535899
"LOC105604240" 0.0705714904079765 0.048671822971558 0.0371860715634674 0.0538604731830758 0.126135423418066 0
"PIK3AP1" 2.26931174235734 2.11724594401061 1.92844563759153 2.23269785161538 2.25215864288103 1.88450345495174
"TM9SF3" 209.275586793641 213.647350651303 197.965029513118 207.05469934641 203.415281635411 212.774508379747
"TLL2" 1.61043560616957 2.48876160361191 1.85431120605101 2.41266122544905 2.8428641846751 1.82085158062125
"OPALIN" 0.130173955424642 0.0769530141175155 0.137184520098309 0.624481551502033 0.421013656365742 0.217418079937922
"DNTT" 0.102212131445705 0.140987550029372 0 0.0936105002100538 0.0487168228183349 0.0265558083496917
"BLNK" 0.129627804207063 0.613041231765804 0.585466953054154 1.21545658481421 0.750231962052074 0.505180414001449
"ZNF518A" 9.46987770073454 11.8022547235826 11.6940727147216 10.9602191262729 9.4585994434561 10.5000156567103
"CCNJ" 17.0727586812847 20.6959043447562 18.3005303571444 51.2587950238305 46.7371729056662 49.7860948088141
"ENTPD1" 6.18842996176576 5.76512463789105 5.36959673833806 5.2712467412816 4.82030821220643 4.84499480328192
"TCTN3" 30.5644436905454 35.9241611695301 29.5327808503664 16.9342829732435 18.2361132735755 17.981366003478
"ALDH18A1" 63.0663119170065 68.1280985536733 63.7321165503214 56.2135699626753 60.0150039327884 60.9721987307983
"LOC106991852" 2.87312515901531 2.77415615893643 2.11950083551888 0.584741816406449 0 0
"SORBS1" 2.42621715154559 2.63621546657183 2.28455131852253 1.23264029709155 1.26587611218476 1.26584313833588
"PDLIM1" 165.9385159748 169.717839094141 155.78212051257 186.039317429255 180.196917062692 193.875437751783
"LOC101106985" 1.46418878295972 1.46250274957193 1.66719609109433 1.43858895150393 1.58424167996952 1.33362811673387
"LOC101107486" 15.0992335100555 12.3909323864276 10.8912232667144 10.9194793741527 9.71159642571027 10.1088491434648
"LOC101107056" 0.108651896844675 0 0.0381677944659635 0 0.0431551448654747 0.0235241070753779
"LOC101106732" 0.324807439927463 0.366567630076367 0.342300060142249 0.135215166970078 0.140737488141856 0.345225508545991
"LOC101106641" 0.0435135400565256 0 0.137570931703509 0 0 0
"LOC101106479" 0.0654104954586819 0 0 0 0.077940638568251 0.169943484877022
"HELLS" 16.771251035606 20.7516958624418 20.9556930914827 18.7505450883375 15.3854820533728 17.23226936653
"TBC1D12" 16.0266474901877 16.4182125208198 15.8743513602622 19.9235493102091 20.2754552285779 19.2423683038532
"NOC3L" 23.6787103153227 21.9129092452522 21.9292162055045 25.300374817162 26.0258710418664 25.4654810666385
"PLCE1" 1.41349425974728 1.73624749292761 1.43162848146208 1.55912001694795 1.55313053496015 1.49666333520667
"SLC35G1" 5.21351466631091 4.50467832309369 4.01268396579701 4.7837144270643 3.49001359082301 3.99509381066928
"LOC101105707" 0 0 0 0 0 0
"LGI1" 0 0 0.123586054549206 0 0 0
"LOC105609523" 0 0 0 0 0 0
"FRA10AC1" 2.85654146401378 2.45505099779718 1.94516959796538 2.28074621897061 2.42189568676583 1.66986026828512
"PDE6C" 0.542081542946901 1.01962743705708 0.804979166148293 1.22235167325256 0.939525212100393 0.672184230474744
"RBP4" 143.544439948439 142.899300997417 162.621899476958 172.565283773585 178.966155041138 175.834859019425
"FFAR4" 1.19581533351832 1.54417762564501 1.12615081987469 1.55344943706976 1.74321368065933 0.793239965501165
"CEP55" 31.6857530282191 36.7258405179872 33.4730044015436 28.4399163651762 28.3908783468659 29.4579831316059
"MYOF" 259.45297493784 252.34626905666 247.629324163648 281.555871009275 287.61547456471 281.377389252232
"LOC101103439" 0.334120972962833 0.499279992034899 0.234743451208109 0.340003469770069 0.0663542902127952 0.180850444685366
"LOC101104703" 0.13111063148766 0.232520205203423 0.177649252950713 0.285897751564039 0.0446361147815224 0.267645311238055
"EXOC6" 9.47723874012376 11.4453715328269 10.2404904189104 12.2992717206788 10.1809140425591 10.2162454196554
"LOC105604231" 0 0.0967049963323013 0 0 0.167077169969511 0
"HHEX" 8.46469021581226 9.3896886234722 7.92245460162575 10.3906745510126 11.9200549322387 13.7643322585177
"LOC105604230" 1.08472062362153 0.968144048762348 1.10951691398717 1.07135285658378 1.59663186185823 0.911777238787087
"KIF11" 55.8653818279678 64.812335820141 61.1258594090162 48.3525851079728 49.9284679319285 47.4237828827648
"LOC101102687" 27.9420000535289 27.1391389707028 29.5629874565911 31.462411196549 32.8349269972654 33.2912090570165
"IDE" 61.1278902838153 60.1852840659202 55.3936143083107 63.3650252772478 63.3429067531544 64.0684587454077
"LOC105609520" 0.23797715714446 0.218837795958855 0.104497292330627 0.181625217442128 0.189042970983279 0.283383001935975
"MARCH5" 60.051009216394 56.4015546970044 51.0909472824167 113.84992739906 115.795593170648 107.590678000596
"LOC105604227" 0.391957872401059 0.135162967846691 0.413066903042841 1.04700392802506 2.10168887938481 2.29128435980911
"CPEB3" 0.442340256870912 0.68309983768991 0.425626766249884 1.19626422088077 0.951027877030201 1.36160838541612
"BTAF1" 46.2209955250066 49.3036006647815 46.2450301281969 54.8284738833024 52.9594738085366 54.4236225567133
"TNKS2" 163.858548899842 172.322843048975 167.777436344557 115.360591041093 120.365686117431 118.192897503077
"PPP1R3C" 39.3779648427712 37.2059865295174 40.9285304634702 26.7502130343304 24.0362164797248 20.9586182833869
"HECTD2" 15.6317297390767 19.2811685831855 15.8073501286648 19.9180404489417 18.7935671502068 19.0781009213912
"PCGF5" 44.9204364816896 46.0044320917664 41.2651808615864 78.6603022720892 73.1351608313208 78.6918143940077
"LOC106991851" 1.23993779532602 1.61703295665933 1.09288898131299 2.30559425944848 1.88040661204859 2.24040085192972
"LOC105604226" 0.255132166252511 0.105575899489198 0.188210679873504 0 0.212803995326836 0.165715185052235
"LOC101103441" 0 0 0 0 0 0.0961897478224426
"ANKRD1" 1600.77192373564 1649.4668252678 1608.13523385317 919.035839837092 929.813616952772 846.065505891589
"RPP30" 49.1243669464679 55.2943130150659 50.46529027697 52.6096490819539 45.1106728896508 51.335201523476
"HTR7" 0 0.0556553397015788 0.0425215929602924 0.184765399063246 0 0.0524150016949796
"LOC101102948" 0 0 0.116604172085118 0 0 0
"KIF20B" 16.3446900033527 21.7523558580632 20.5009455616288 16.7632957917504 18.1238522349492 14.8068357477801
"LOC105604222" 2.01050479836033 3.17995241174249 2.85329208257134 1.61626220312504 0.734663066895244 1.32328848219002
"MIR107" 0 0.864375522772669 0 0 0 0.814050273238079
"PANK1" 16.1723391706179 14.0028834689172 12.4945200453251 7.8326593126488 7.75890523300381 7.50827682674187
"SLC16A12" 0.50026809059838 0.556160420212953 0.912781850177928 1.74377441498967 1.71712467741833 1.87202823205809
"IFIT5" 155.657336910934 118.04835787576 135.547092061014 361.582143021304 336.454108043307 345.398065202522
"LOC105612361" 52.5403475673517 16.6370892700007 31.2478977494933 530.213720966081 515.702407980076 522.400459863517
"LOC101102194" 30.079137467222 7.27044832238693 19.5156596735986 303.744936023564 315.01269778619 296.11649285021
"IFIT3" 24.3341985089028 8.37563513770523 12.3641340766375 219.3238778378 220.512737591319 203.343739127514
"IFIT2" 31.3518282449695 6.13923968978963 12.0595916564166 580.09643036659 586.725468709719 527.56126140999
"LOC105604364" 0.482064388877615 0.39114199633847 0.194245288064978 0.541049515878872 0.422359884978791 0.294695294445964
"LOC101123515" 0.281678937158364 0.310829821729572 1.36550473997015 0.257974330767551 0.402765386430385 0.731832099137452
"LIPA" 760.004161815856 724.397892753539 697.706541642903 745.815934980137 699.492922476981 708.530323932236
"CH25H" 5.04388615506163 5.68346564868579 4.0303169941515 9.68704543997808 9.19855889080563 8.61332409472341
"FAS" 20.360570268321 19.6345850188723 18.577327872194 30.1516500651946 29.2833016494908 28.4447841077342
"ACTA2" 609.86563501035 682.012408721318 659.520506280082 400.317026595173 418.944464190192 420.37919313822
"LOC105604218" 5.56258021654105 7.44445533409494 5.93194251173395 7.07564298391366 6.82542390509496 10.7531102629296
"STAMBPL1" 14.6941684686272 15.8778458317045 14.9596729674032 19.9867726111198 18.5136229771707 19.2449763070837
"ANKRD22" 54.9609207199354 47.5867387933728 46.2114792980006 189.917526554247 161.835712189115 174.46293554203
"LIPM" 8.32289207629052 6.55141465314448 6.82978219136947 50.2745008132926 40.7532412112513 42.9303845233806
"LOC101123254" 0.186406700242149 0.308546826344118 0.0392891398781108 1.56493058650826 0.844037293463308 2.00986411567374
"LOC101119862" 0.208240182465383 0 0 0.397324567558228 0.279147394749059 0.743916711236029
"LOC101122743" 0 0 0.0286054352641967 0.124296723006184 0.129373124126124 0
"RNLS" 2.06917066056915 2.90111744407193 2.58442261632038 2.58650894885037 2.66846989500373 3.36272000137803
"PTEN" 91.989731165557 97.5150536546241 93.0909166496417 76.067095314449 70.4251514231388 75.0391638151201
"LOC105604214" 1.17543442138002 0.435846721517593 0.452871905900804 0.366555658068535 0.632530202245129 0.34479569591085
"ATAD1" 202.723833542143 181.100471494234 163.147466050817 446.842356437288 416.696704597131 411.015476120771
"PAPSS2" 14.5208804921626 20.9642660961857 17.4113082894803 32.1143328158634 28.3761401273837 24.522423520271
"MINPP1" 31.4713786942392 34.2988625969219 32.1522655271785 29.4896071212307 27.7482617953964 29.8301310349248
"LOC101121990" 0 0.311868228706397 0.536113001666404 0.172557440253574 0 0.146855394503974
"SGMS1" 17.2712585943599 18.5092544189611 16.5636455635637 18.9537154989865 19.5738710311075 19.0018091146256
"ASAH2" 1.46976017415243 1.80640445677911 1.52905675125445 7.65075649902378 5.62439901624322 5.66057695799193
"A1CF" 0.20299253840869 0.186666822288683 0.208439523161794 2.24045098133993 1.71795489556221 1.82560289947875
"LOC105604209" 1.43318243226175 0.98843883310004 4.78282877617369 1.82301860409069 0.284620873077472 1.08603883511998
"CSTF2T" 14.0326539871656 12.7078591322765 13.1746279150029 11.6485659569 11.8152149030368 11.9353780417488
"LOC105604212" 1.04923294452956 1.76189666175711 1.16182800657384 0.905228680731074 0.978437543008985 1.18522598200631
"PRKG1" 11.8351741006903 12.0802305035925 11.3155210750607 10.5555063093596 9.38891989778758 10.1077483613439
"DKK1" 0.270609148005758 0.053324004070515 0.203702071378705 0.118017198284622 0 0
"LOC101116617" 0 0 0 0 0 0
"MBL2" 0.0348257595032159 0.0480373360854794 0.0734026263383161 0.318950081676245 0.165988159256159 0.271443178589164
"SYCE1" 0.214714655143558 0.296169278107386 0 0.131096938534441 0 0.167355513026102
"LOC105604207" 0.170868233034924 0.20622803341557 0.270105603757027 0.293416627841233 0.178150031013145 0.20809406311472
"LOC106991845" 17.1658235517727 20.6201475494134 21.5346393481357 16.0509336782341 17.2370129810986 16.1337836068355
"LOC101115589" 23.214215838521 21.2366005215806 20.5349065377625 26.4380897086139 27.0878810781374 25.1564682779568
"PCDH15" 0.187623196711768 0.142786396980865 0.0988638553551328 0.11850608477296 0.0154182488124308 0.126068584791825
"LOC101121476" 0 0 0 0 0 0
"ZWINT" 16.8847112391304 19.4633084948512 20.1047539478217 12.226224534781 9.59748609627973 10.1145088607265
"LOC101114914" 0 0 0 0 0 0
"LOC101121223" 0 0 0 0 0 0
"LOC105614096" 0 0 0 0 0 0
"LOC105604204" 0.673515065422567 2.02695538753929 1.67767944818486 0.841139464492993 1.60506945915221 0.238617872613816
"LOC101114656" 0 0 0 0 0.130489612791721 0
"LOC105604203" 0.162524857237341 0.224180643889009 0.289031103960235 3.50412121118494 2.10603497739434 2.44117337291827
"LOC105604363" 0.516004464977424 1.12382692366912 0.629656290406128 9.78324055592813 7.47529540245608 8.11436949728486
"IPMK" 16.9544004228903 16.7216563761125 14.5678831359649 59.0139626386937 51.9604257121674 55.4129056355675
"CISD1" 27.4912618849218 34.4050391135414 26.5346996412362 24.8895857069426 25.3624852845767 26.9147500381895
"UBE2D1" 13.6704775581328 13.7971245129529 12.7485350462465 20.0557733105026 20.1728194789636 22.5368048471455
"LOC106990544" 0 0 0.10613524592073 0.153726767210029 0 0.261659016397954
"LOC106990541" 0 0 0 0 0 0
"LOC106990542" 0 0 0 0 0 0
"LOC106990543" 0 0 0 0 0 0
"LOC101114149" 0 0 0 0 0 0
"LOC780488" 0 0.0693899081710467 0 0.0383936029107307 0.0899136801718971 0.0490124421201321
"LOC106991829" 0.0154964263397763 0 0 0 0 0
"LOC106991828" 0.486192954750356 0 0 0 0 0.126318145847288
"LOC105604198" 0 0 0 0 0 0
"LOC106991827" 20.2827211361543 12.9894229935929 19.3029827076381 18.6390179398875 20.2839518746471 12.770880433368
"LOC105604162" 0.271073668763349 0.311590642388011 0.238060364682011 0.448250012799336 0.4037512385111 0.176069618510773
"LOC106991844" 0 0 0 0.483232582165413 0.125742069706783 0.274170778096817
"SCGB1C1" 3.44875127972395 1.09778703153532 1.7240505800782 4.2518574150286 6.26946892678273 5.45654778098172
"ODF3" 2.37299129068085 2.40994912000374 1.85498128241625 6.24921224546374 5.22012081626805 5.03046684389634
"BET1L" 31.6279852422085 28.7169320917355 29.2006526074131 24.8059392178245 26.9986186813279 32.2542336803898
"RIC8A" 30.834217855769 30.0365802589888 35.9324262359714 10.0926996101417 11.3978115586495 13.4853807964854
"SIRT3" 13.5202603886002 16.6528134578504 12.8963609767892 10.9965947229904 9.0938490231493 10.1706164403653
"PSMD13" 170.543878167813 181.012883866491 183.069850785311 146.706364791719 157.879079774592 152.665661355652
"NLRP6" 0.828754861036293 1.03923011325722 1.00950012532236 0.690010222286236 0.615592219124304 0.824924990628664
"ATHL1" 11.8744821209287 10.7069027482852 12.3344826735796 2.82279486635328 4.14617295332775 3.25581084833427
"LOC105604160" 8.3126311967839 8.4558475053848 7.59743777756042 1.72173979275232 3.56463581378428 2.42091472562976
"IFITM5" 31.4526934556096 18.4546672307117 23.3757664402891 17.4662042559556 20.1373380720709 22.1064056859682
"IFITM3" 61.0676442067089 43.0941452493034 43.7889342053601 198.08015708711 182.852363227097 168.985477883203
"LOC101105867" 10.1155818172686 4.9832325512161 4.85427110524278 66.7250759539957 61.4505074502451 65.3514344798619
"LOC105604159" 0 0.0582870607264287 0 0.0258002965946902 0.0201405046716493 0.0219573999774507
"B4GALNT4" 0 0.0416256940217516 0.41343527424056 0.0921263860569019 0.143833378190161 0
"PKP3" 0.127534031346576 0.0586385404896032 0 0 0.151964662133072 0
"SIGIRR" 0.308375118322826 0.127608294066682 0.38997932401493 0 0.146979187190675 0.160238328389512
"ANO9" 0 0.084532951819603 0 0 0.0365118838086102 0.0796113155838024
